,created_at,screen_name,text,favorite_count,retweet_count,media_type,media_url,slug,human,human_count,type,race,race_confidence,gender,gender_confidence,comments,county,coder
1.35E+18,44214.61042,HPDNC,"The HPD would like to remind you to leave all exterior lights on at night, including the front porch, driveway, and any other landscape lighting that may be available.",,,photo,http://pbs.twimg.com/media/DiOj-uvWkAIhIuG.jpg,DiOj-uvWkAIhIuG.jpg,1,2,1,2,2,1,2,Leon Means Jr.,Huntersville,Wilson
1.37E+18,44278.87292,HPDNC,@capngloval That’s Huntsville PD in Alabama.  We are Huntersville PD in North Carolina.,,,photo,http://pbs.twimg.com/media/DiOj-uvWkAIhIuG.jpg,DiOj-uvWkAIhIuG.jpg,1,2,1,2,2,1,2,ADDED,Huntersville,Wilson
1.35E+18,44215.72917,HPDNC,You may also contact North Meck Crime Stoppers at 704-896-7867 to remain anonymous. ,,,photo,http://pbs.twimg.com/media/Dlmw4-VXsAEdvm6.jpg,Dlmw4-VXsAEdvm6.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.35E+18,44205.53819,HPDNC,If you have any information that may aid in the successful apprehension of the suspect(s) please contact Lt Sean Freeston at 7044645400,,,photo,http://pbs.twimg.com/media/DY_gFDvXcAAMwOj.jpg,DY_gFDvXcAAMwOj.jpg,1,2,1,1,2,1,2,Jordan Tyson,Huntersville,Wilson
1.35E+18,44218.75208,HPDNC,Happy Friday to the ‘Ville!,,,photo,http://pbs.twimg.com/media/DY_gFDvXcAAMwOj.jpg,DY_gFDvXcAAMwOj.jpg,1,2,1,2,2,1,2,ADDED,Huntersville,Wilson
1.35E+18,44218.75208,HPDNC,Happy Friday to the ‘Ville!,,,photo,http://pbs.twimg.com/media/DykCvgiW0AErsjr.jpg,DykCvgiW0AErsjr.jpg,1,2,1,2,2,1,2,Leonardo Cameron,Huntersville,Wilson
1.35E+18,44204.66458,HPDNC,*****Investigation Alert*****,,,photo,http://pbs.twimg.com/media/DykCvgiW0AErsjr.jpg,DykCvgiW0AErsjr.jpg,1,2,1,2,2,1,2,ADDED,Huntersville,Wilson
1.35E+18,44204.66458,HPDNC,*****Investigation Alert*****,,,photo,http://pbs.twimg.com/media/DYqi05YW4AMstLr.jpg,DYqi05YW4AMstLr.jpg,1,2,1,2,2,2,2,"Zsadella Burris, Arrested",Huntersville,Wilson
1.38E+18,44289.73125,HPDNC,See this Instagram photo by @patsplacecac https://t.co/AhpfQaFrWi,,,photo,http://pbs.twimg.com/media/DYqi05YW4AMstLr.jpg,DYqi05YW4AMstLr.jpg,1,2,1,2,2,2,2,ADDED,Huntersville,Wilson
1.35E+18,44220.88681,HPDNC,INTERNATIONAL WOMENS DAY!  Just a few of our amazing women here at HPD!  #IWD2021 #ChooseToChallenge #GirlPower #Women #LadiesInBlue #HuntersvillePD https://t.co/ZpILyEoC0I,,,photo,http://pbs.twimg.com/media/DyQIeYFWkAAKA5K.jpg,DyQIeYFWkAAKA5K.jpg,1,1,1,2,2,1,2,Arrested,Huntersville,Wilson
1.35E+18,44220.88681,HPDNC,INTERNATIONAL WOMENS DAY!  Just a few of our amazing women here at HPD!  #IWD2021 #ChooseToChallenge #GirlPower #Women #LadiesInBlue #HuntersvillePD https://t.co/ZpILyEoC0I,,,photo,http://pbs.twimg.com/media/DyufNp2WwAEsdHK.jpg,DyufNp2WwAEsdHK.jpg,1,2,1,2,2,1,2,"Hakeeh Ha, Arrested",Huntersville,Wilson
1.36E+18,44248.05347,HPDNC,Officer Long decided to join in with some visitors we had while taking photos 🤪😂 https://t.co/TdF8Nr0tWr,,,photo,http://pbs.twimg.com/media/DyufNp2WwAEsdHK.jpg,DyufNp2WwAEsdHK.jpg,1,2,1,2,2,2,2,ADDED,Huntersville,Wilson
1.35E+18,44224.74236,HPDNC,#WhenThePoliceCall911,,,photo,http://pbs.twimg.com/media/DZ8GpXYWsAA85Y6.jpg,DZ8GpXYWsAA85Y6.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.34E+18,44187.93819,HPDNC,"#NEW .@HPDNC has gained quite the following on social media as of late and it’s all because of creative hashtags. Officer say they are posting to gain likes and followers, it’s all in hopes of bringing the community together if police need help. @FOX46News https://t.co/RCxClnzIc1",,,photo,http://pbs.twimg.com/media/DZNwZqpW4AA_oC-.jpg,DZNwZqpW4AA_oC-.jpg,1,3,1,1,2,1,2,"Michael Ray Thorne, Arrested",Huntersville,Wilson
1.34E+18,44187.93819,HPDNC,"#NEW .@HPDNC has gained quite the following on social media as of late and it’s all because of creative hashtags. Officer say they are posting to gain likes and followers, it’s all in hopes of bringing the community together if police need help. @FOX46News https://t.co/RCxClnzIc1",,,photo,http://pbs.twimg.com/media/DZNwZqpW4AA_oC-.jpg,DZNwZqpW4AA_oC-.jpg,1,3,1,1,2,2,2,ADDED,Huntersville,Wilson
1.39E+18,44308.86806,HPDNC,"HAPPY 3RD BIRTHDAY, IGOR!! #HappyBirthday #BirthdayKisses #BirthdayTreats #Puppachino #Mustache #Boop #K9Unit #Igor #HuntersvillePD https://t.co/ozUNTecw7f",,,photo,http://pbs.twimg.com/media/DZNwZqpW4AA_oC-.jpg,DZNwZqpW4AA_oC-.jpg,1,3,1,1,2,1,2,ADDED,Huntersville,Wilson
1.44E+18,44450.93125,HPDNC,"We will be assisting with this procession today. Traffic will be affected on Statesville Rd and Gilead Rd, between 2pm - 3pm. Please seek alternate routes. https://t.co/zqgViWQQZG",,,photo,http://pbs.twimg.com/media/E-N2Wv5XsAUluIY.jpg,E-N2Wv5XsAUluIY.jpg,1,1,1,1,2,1,2,Arrested and identified,Huntersville,Wilson
1.44E+18,44450.93403,HPDNC,*****TRAFFIC ALERT 2pm-3pm*****,,,photo,http://pbs.twimg.com/media/E-t-vYxXoAMqvXP.jpg,E-t-vYxXoAMqvXP.jpg,1,1,1,2,2,1,2,Arrested ,Huntersville,Wilson
1.39E+18,44314.46736,HPDNC,There’s a water main break in Birkdale Village at Formby and Lindholm.  Please avoid the area while crews work to fix the issue.  #WaterMainBreak #HuntersvillePD https://t.co/TlFYRmqWFx,,,photo,http://pbs.twimg.com/media/E3DKRuHWUAM52QB.jpg,E3DKRuHWUAM52QB.jpg,1,1,1,1,2,1,2,Homicide and suicide suspect,Huntersville,Wilson
1.40E+18,44351.17361,HPDNC,"Power has been restored to some intersections, others are still without power. We have been given an estimated time for completion of 4:30pm. Please watch for officers directing traffic.",,,photo,http://pbs.twimg.com/media/Ea4-me3WoAE2s3P.jpg,Ea4-me3WoAE2s3P.jpg,1,1,1,2,2,1,2,Attempted murder,Huntersville,Wilson
1.39E+18,44325.73333,HPDNC,Statesville Rd is closed between Stumptown Rd and Rich Hatchet Rd. There is a power outage in the area due to power lines being struck and the lines are down on the road. Please share.,,,photo,http://pbs.twimg.com/media/EArJaOqUYAMm0NH.jpg,EArJaOqUYAMm0NH.jpg,1,1,1,1,2,1,2,Wanted,Huntersville,Wilson
1.40E+18,44337.82847,HPDNC,🚨🚨🚨TRAFFIC ALERT🚨🚨🚨,,,photo,http://pbs.twimg.com/media/EARQGeJXUAEAni3.jpg,EARQGeJXUAEAni3.jpg,1,1,1,1,2,1,2,"Wanted, vehicle pictured",Huntersville,Wilson
1.45E+18,44492.64653,HPDNC,*****UPDATE*****,,,photo,http://pbs.twimg.com/media/EAWZFFEXYAU8Yzu.jpg,EAWZFFEXYAU8Yzu.jpg,1,1,1,1,2,1,2,"REPEAT, Arrested",Huntersville,Wilson
1.43E+18,44438.72014,HPDNC,Check out our latest #podcast #HPDHQ #HuntersvillePD https://t.co/8NTxTI0OAY on #Podbean,,,photo,http://pbs.twimg.com/media/EBebZCSXsAolc7D.jpg,EBebZCSXsAolc7D.jpg,1,1,1,2,2,1,2,Arrested,Huntersville,Wilson
1.41E+18,44365.50208,HPDNC,"LOST DOGS!  Our officers located these pups near Wynfield Creek Pkwy and Gilead Rd, but have been unable to catch them.  Anyone know who they belong to??  #LostDogs #HuntersvillePD https://t.co/8aTFWhlP4a",,,photo,http://pbs.twimg.com/media/ECAo6RYX4AEj4os.jpg,ECAo6RYX4AEj4os.jpg,1,1,1,1,2,1,2,Wanted,Huntersville,Wilson
1.43E+18,44438.73194,HPDNC,"This week on HPDHQ, Sgt Jason Cousar joins us as we talk about the current state of recruiting and some incentives we have to come work with the best. ",,,photo,http://pbs.twimg.com/media/ECDKkWKWwAMLbwj.jpg,ECDKkWKWwAMLbwj.jpg,1,1,1,1,2,1,2,"REPEAT, Arrested",Huntersville,Wilson
1.34E+18,44191.8,HPDNC,CONNECTING WITH THE COMMUNITY: More followers on social media means MORE 👀👀 when @HPDNC post asking for help solving a crime. @BrettFOX46 breaks down what Huntersville PD is doing online that's making a big difference in community involvement ➡️,,,photo,http://pbs.twimg.com/media/ECheoj4XYAADzLl.jpg,ECheoj4XYAADzLl.jpg,1,1,1,2,2,2,1,Arrested,Huntersville,Wilson
1.34E+18,44191.8,HPDNC,CONNECTING WITH THE COMMUNITY: More followers on social media means MORE 👀👀 when @HPDNC post asking for help solving a crime. @BrettFOX46 breaks down what Huntersville PD is doing online that's making a big difference in community involvement ➡️,,,photo,http://pbs.twimg.com/media/EckNTv9WsAApoDH.jpg,EckNTv9WsAApoDH.jpg,1,1,1,2,2,1,2,"REPEAT offender, Arrested",Huntersville,Wilson
1.34E+18,44191.8,HPDNC,CONNECTING WITH THE COMMUNITY: More followers on social media means MORE 👀👀 when @HPDNC post asking for help solving a crime. @BrettFOX46 breaks down what Huntersville PD is doing online that's making a big difference in community involvement ➡️,,,photo,http://pbs.twimg.com/media/ECWPWycXoAI9KLt.jpg,ECWPWycXoAI9KLt.jpg,1,3,1,2,2,2,2,Arrested,Huntersville,Wilson
1.41E+18,44368.6875,HPDNC,🚨CRASH - ROAD CLOSURE🚨 Asbury Chapel Rd. at Asbury Dr. is shut down in both directions due to a serious traffic crash.  Please seek alternate routes and watch for emergency personnel.  #TrafficCrash #RoadClosure #HuntersvillePD,,,photo,http://pbs.twimg.com/media/ECWPWycXoAI9KLt.jpg,ECWPWycXoAI9KLt.jpg,1,3,1,2,2,1,2,ADDED,Huntersville,Wilson
1.41E+18,44368.94028,HPDNC,"Do you know where I live?  This smiley girl was found roaming in the 9000 block of Golden Rock Ln in the Torance community near Lake Forest Church at 2:30am. If you know where she belongs, please call 911 before 8am, 704-464-5400 after 8am and ask for Huntersville Animal Control. https://t.co/Nd4ZS3KbvY",,,photo,http://pbs.twimg.com/media/ECWPWycXoAI9KLt.jpg,ECWPWycXoAI9KLt.jpg,1,3,1,2,2,1,2,ADDED,Huntersville,Wilson
1.43E+18,44441.45972,HPDNC,"MEDIA RELEASE - ARMED ROBBERY SUSPECT ARRESTED!  Please see below regarding an armed robbery today.  Thanks to the quick call by the victim/bystanders and the swift response by officers, suspect was apprehended a short distance away without incident!  #Arrested #HuntersvillePD https://t.co/TUTiI1L7JS",,,photo,http://pbs.twimg.com/media/EDiddryXUAAsRt8.jpg,EDiddryXUAAsRt8.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.43E+18,44442.48056,HPDNC,"***ALERT*** We are aware of the threats that were made to two of our high schools in town, Hopewell and North Mecklenburg.  We have had extra officers at the schools all week and will continue to have them there until there is no longer a threat.  #Alert #HuntersvillePD",,,photo,http://pbs.twimg.com/media/EDItc8mX4AAC9VC.jpg,EDItc8mX4AAC9VC.jpg,1,1,1,1,2,1,2,"Arrested, drug trafficking",Huntersville,Wilson
1.43E+18,44442.49653,HPDNC,"FEEL GOOD FRIDAY.  We received this message that was posted to Nextdoor regarding one of our Officers.  Great job, Officer Gordon!  #FeelGoodFriday #CommunitySupported #CommunityFocused #HuntersvillePD https://t.co/Q8nGNAD7fj",,,photo,http://pbs.twimg.com/media/EduMDkRXkAADw9C.jpg,EduMDkRXkAADw9C.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.41E+18,44380.91736,HPDNC,Owners located!  Thank you to everyone for sharing and helping find her home!,,,photo,http://pbs.twimg.com/media/EdZfGZKXoAAEkeh.jpg,EdZfGZKXoAAEkeh.jpg,1,1,1,2,2,1,2,Wanted,Huntersville,Wilson
1.45E+18,44490.57986,HPDNC,*****TRAFFIC ALERT*****,,,photo,http://pbs.twimg.com/media/EFuYVPpWoAMkce3.jpg,EFuYVPpWoAMkce3.jpg,1,1,1,2,2,1,2,Arrested,Huntersville,Wilson
1.45E+18,44492.56806,HPDNC,Power has been restored.,,,photo,http://pbs.twimg.com/media/Eh-8VbCWsAQqiJD.jpg,Eh-8VbCWsAQqiJD.jpg,1,1,1,2,2,1,2,REPEAT,Huntersville,Wilson
1.34E+18,44191.80625,HPDNC,Check out our latest #podcast #HPDHQ #HuntersvillePD https://t.co/ysFrA2f5Gj on #Podbean,,,photo,http://pbs.twimg.com/media/EjP0W8IWoAAGXWE.jpg,EjP0W8IWoAAGXWE.jpg,1,3,1,2,2,1,2,Arrested,Huntersville,Wilson
1.34E+18,44191.81319,HPDNC,"The HPD Criminal Investigations Division (CID) is currently investigating 2 residential burglaries that occurred in the 15500 block of Aberfeld Rd, in the Northstone Community. The crimes happened within close proximity to each other.",,,photo,http://pbs.twimg.com/media/EjP0W8IWoAAGXWE.jpg,EjP0W8IWoAAGXWE.jpg,1,3,1,2,2,1,2,ADDED,Huntersville,Wilson
1.34E+18,44191.80625,HPDNC,Check out our latest #podcast #HPDHQ #HuntersvillePD https://t.co/ysFrA2f5Gj on #Podbean,,,photo,http://pbs.twimg.com/media/EjP0W8IWoAAGXWE.jpg,EjP0W8IWoAAGXWE.jpg,1,3,1,2,2,2,2,ADDED,Huntersville,Wilson
1.34E+18,44191.80625,HPDNC,Check out our latest #podcast #HPDHQ #HuntersvillePD https://t.co/ysFrA2f5Gj on #Podbean,,,photo,http://pbs.twimg.com/media/EjP0W8IWoAAGXWE.jpg,EjP0W8IWoAAGXWE.jpg,1,3,1,2,2,1,2,ADDED,Huntersville,Wilson
1.36E+18,44242.52222,HPDNC,***EDITED*** POLICE ACTIVITY.  Please avoid the area of Mullen St. and 115 as officers attempt to locate a individual.  #PoliceActivity #HuntersvillePD,,,photo,http://pbs.twimg.com/media/EjP0W8IWoAAGXWE.jpg,EjP0W8IWoAAGXWE.jpg,1,3,1,2,2,2,2,ADDED,Huntersville,Wilson
1.36E+18,44242.52222,HPDNC,***EDITED*** POLICE ACTIVITY.  Please avoid the area of Mullen St. and 115 as officers attempt to locate a individual.  #PoliceActivity #HuntersvillePD,,,photo,http://pbs.twimg.com/media/EjQBLNhWsAI-67m.jpg,EjQBLNhWsAI-67m.jpg,1,3,1,2,2,1,2,"REPEAT, Arrested, 3 people",Huntersville,Wilson
1.36E+18,44240.85486,HPDNC,"PLEASE SHARE.  On Saturday around 6pm, a citizen found this Minnie at exit 25 (Sam Furr Rd.) on the I-77 overpass.  Help us get Minnie back home!!  #Found #HelpLocatingOwner #Minnie #HuntersvillePD https://t.co/h1iebHQFQM",,,photo,http://pbs.twimg.com/media/EjXXFz1XsAEQW8-.jpg,EjXXFz1XsAEQW8-.jpg,1,2,1,2,2,1,2,Antonio Weeks,Huntersville,Wilson
1.36E+18,44240.85486,HPDNC,"PLEASE SHARE.  On Saturday around 6pm, a citizen found this Minnie at exit 25 (Sam Furr Rd.) on the I-77 overpass.  Help us get Minnie back home!!  #Found #HelpLocatingOwner #Minnie #HuntersvillePD https://t.co/h1iebHQFQM",,,photo,http://pbs.twimg.com/media/EjXXFz1XsAEQW8-.jpg,EjXXFz1XsAEQW8-.jpg,1,2,1,2,2,1,2,ADDED,Huntersville,Wilson
1.44E+18,44446.96597,HPDNC,ROAD CLOSURE.  Mullen St. is closed while Charlotte Water works to repair a  leak/sinkhole.  Please avoid the area and seek alternate routes.  #RoadClosure #GonnaBeAWhile #HuntersvillePD,,,photo,http://pbs.twimg.com/media/EL8TeBJXkAAzuNS.jpg,EL8TeBJXkAAzuNS.jpg,1,2,1,1,2,2,2,"Ginger Bostian, Arrested",Huntersville,Wilson
1.41E+18,44385.69653,HPDNC,* **UPDATE***,,,photo,http://pbs.twimg.com/media/EL8TeBJXkAAzuNS.jpg,EL8TeBJXkAAzuNS.jpg,1,2,1,2,2,1,2,ADDED,Huntersville,Wilson
1.44E+18,44452.78264,HPDNC,"@WBTV_News What's a rapid bat?  Does it fly at the speed of light like superman??? 🤣😉 (sorry, couldn't help ourselves)",,,photo,http://pbs.twimg.com/media/ElM9u63WkAI_cj9.jpg,ElM9u63WkAI_cj9.jpg,1,1,1,2,2,1,2,Arrested,Huntersville,Wilson
1.44E+18,44448.55069,HPDNC,https://t.co/nwNxRckPcm,,,photo,http://pbs.twimg.com/media/EMPypA0WkAA8jgi.jpg,EMPypA0WkAA8jgi.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.36E+18,44241.80486,HPDNC,POLICE ACTIVITY.  Please avoid the area of Mullen St. and 115 as officers attempt to locate a wanted person.  #PoliceActivity #HuntersvillePD,,,photo,http://pbs.twimg.com/media/EoFuTL4XUAA6UkB.jpg,EoFuTL4XUAA6UkB.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.36E+18,44241.80486,HPDNC,POLICE ACTIVITY.  Please avoid the area of Mullen St. and 115 as officers attempt to locate a wanted person.  #PoliceActivity #HuntersvillePD,,,photo,http://pbs.twimg.com/media/EOg-y9fW4AEvppp.jpg,EOg-y9fW4AEvppp.jpg,1,1,1,2,2,1,2,Trafficking arrest made,Huntersville,Wilson
1.42E+18,44391.69792,HPDNC,"For the health, and well-being, of our office staff, fingerprinting will not be available today. We apologize for any inconvenience. ",,,photo,http://pbs.twimg.com/media/EOgKvueWkAIVQbV.jpg,EOgKvueWkAIVQbV.jpg,1,2,1,2,2,1,2,"Arrest, Jashwin Kesean Wilson",Huntersville,Wilson
1.42E+18,44391.56528,HPDNC,#HuntersvillePD,,,photo,http://pbs.twimg.com/media/EOgKvueWkAIVQbV.jpg,EOgKvueWkAIVQbV.jpg,1,2,1,2,2,1,2,EjQBLNhWsAI-67m.jpg,Huntersville,Wilson
1.42E+18,44391.74306,HPDNC,Check out our latest #podcast #HPDHQ #HuntersvillePD https://t.co/0ms9uQ6GMk on #Podbean,,,photo,http://pbs.twimg.com/media/EOPnXdmW4AEEBfR.jpg,EOPnXdmW4AEEBfR.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.42E+18,44407.45903,HPDNC,"Missing 18 month old, white female, with dirty-blonde hair, has walked off from her apartment. She's last seen wearing just a diaper. She was is on foot in the Northcross Dr/Sam Furr area. Please call 911 immediately.",,,photo,http://pbs.twimg.com/media/EPSpvL0XkAEN0-q.jpg,EPSpvL0XkAEN0-q.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.44E+18,44449.51181,HPDNC,HOMICIDE - HELP IDENTIFYING!  A composite sketch was completed of the alleged suspect involved in the Homicide that occurred at North Mecklenburg Park on 8/29/2021. https://t.co/NfXBmEsmsS,,,photo,http://pbs.twimg.com/media/EQ-v3WfWkAAQCC1.jpg,EQ-v3WfWkAAQCC1.jpg,1,1,1,2,2,1,2,Arrested,Huntersville,Wilson
1.42E+18,44407.60903,HPDNC,*****MISSING CHILD*****,,,photo,http://pbs.twimg.com/media/Es1kK-LXEAEhM25.jpg,Es1kK-LXEAEhM25.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.43E+18,44427.53958,HPDNC,Suspect identified and arrested!  #Arrested #HuntersvillePD https://t.co/z0fobQFLGu,,,photo,http://pbs.twimg.com/media/EXiWLtgWoAIDMFD.jpg,EXiWLtgWoAIDMFD.jpg,1,1,1,1,2,1,2,Arrested,Huntersville,Wilson
1.10E+18,43530.78333,raleighpolice,"We are looking for John Junior Gill and need your help. Call 911 immediately if you have seen him! He suffers from dementia and has cancer, he did not return home last night and is operating a blue 1984 Chevrolet pickup with a red hood. License: FEX-2402. #Raleigh #SilverAlert https://t.co/utS37Tehq0",6,15,photo,http://pbs.twimg.com/media/D0_xtYkX0AAJhcO.png,D0_xtYkX0AAJhcO.png,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.10E+18,43525.62014,raleighpolice,RPD is seeking public assistance to locate and arrest Noel Aldolphus Matthews (DOB 8/14/92) in connection with the death of Darrell Travonne Willie Greene. He should be considered armed and dangerous. Anyone with information is asked to call Crimestoppers at 919-834-HELP. https://t.co/jveW2uE0Um,2,7,photo,http://pbs.twimg.com/media/D0lMhXAXgAYtuvo.jpg,D0lMhXAXgAYtuvo.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.13E+18,43600.91042,raleighpolice,"üéóÔ∏èüéóÔ∏èüéóÔ∏èWe suffered three line of duty deaths in 1968. Officer Sparks, Officer Allen &amp; Officer Lee. #RPDfallen #NationalPoliceWeek https://t.co/d26W9ptz8I",2,0,photo,http://pbs.twimg.com/media/D6ozE5QWsAA4jJQ.png,D6ozE5QWsAA4jJQ.png,1,1,1,1,2,1,2,,Raleigh,Wilson
1.13E+18,43601.89097,raleighpolice,He was a gentleman &amp; retrieved her purse. He helped the other passengers find rides home &amp; sat back at the wheel. Ms. Johnson produced a handgun and shot him from the backseat. Officer Adams had been serving with RPD for 12 years. #RPDfallen #NationalPoliceWeek https://t.co/oVO63bYmIQ,13,2,photo,http://pbs.twimg.com/media/D6t-RIlWkAYg1y1.png,D6t-RIlWkAYg1y1.png,1,1,1,1,2,1,2,,Raleigh,Wilson
1.01E+18,43263.81181,raleighpolice,"Please help us locate Martin Bankhead. Last seen at the 9100 block of Palm Bay Circle at 9:45pm on Sunday. Wearing purple polo, light khakis, brown shoes. Any info please call 911. https://t.co/Mp00pcbXYq",0,7,photo,http://pbs.twimg.com/media/Dfg7ANsXkAMSntZ.jpg,Dfg7ANsXkAMSntZ.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.02E+18,43306.59931,raleighpolice,"Martin Bankhead has been missing for 6 weeks. Please call @CrimeStoppersNC at 919-834-4357 with ANY information on him, no matter how small the detail. More information here: https://t.co/uEKpq7DFzd https://t.co/20n19yehXw",2,8,photo,http://pbs.twimg.com/media/Di9RHzEUcAAmHqM.jpg,Di9RHzEUcAAmHqM.jpg,1,1,1,2,2,1,2,REPEAT,Raleigh,Wilson
1.03E+18,43326.81736,raleighpolice,"🚨🚨🚨 We are searching for Laquan Leon Williams, 27, who has an arrest warrant for murder in the connection of Summer Robinson's death. If you have any information on his whereabouts, call 911 or @CrimeStoppersNC at 919-834-HELP immediately. 🚨🚨🚨 #Alert #Raleigh https://t.co/x1YABAeLx5",15,31,photo,http://pbs.twimg.com/media/DklZFOAXcAA-sHE.jpg,DklZFOAXcAA-sHE.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.03E+18,43322.6125,raleighpolice,🚨🚨 Have you seen this man?? He has been reported missing 😰😰 and is believed to be suffering from dementia or another cognitive impairment. Last 👀👀 seen in the area of the second picture. #SilverAlert @missingpeople https://t.co/XHqMJv3sUR,4,3,photo,http://pbs.twimg.com/media/DkPvRKOU8AA3Ye8.jpg,DkPvRKOU8AA3Ye8.jpg,1,1,1,1,2,1,2,"
",Raleigh,Wilson
9.51E+17,43109.49653,raleighpolice,The Raleigh Police Department sends heartfelt condolences to the Pierce County Sheriff’s Office and the family and friends of Deputy Daniel A. McCartney who was killed in the line of duty on Jan. 7. https://t.co/Wk2Kdl4Mbb,14,1,photo,http://pbs.twimg.com/media/DTGOUuqWAAAmuQo.jpg,DTGOUuqWAAAmuQo.jpg,1,1,1,1,2,1,2,"
",Raleigh,Wilson
9.71E+17,43165.83819,raleighpolice,Jimmie Earl Godfrey is in custody and charged with 3 counts of Common Law Robbery in connection with three Raleigh bank robberies:,7,2,photo,http://pbs.twimg.com/media/DXoX7_4WAAA2fgo.jpg,DXoX7_4WAAA2fgo.jpg,1,1,1,1,2,1,2,"
",Raleigh,Wilson
1.44E+18,44455.76944,raleighpolice,Capital Bank on February 9;,4,4,photo,http://pbs.twimg.com/media/E_bT3-GXEAotn6q.png,E_bT3-GXEAotn6q.png,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.44E+18,44459.53056,raleighpolice,BB&amp;T on February 15;,1,0,photo,http://pbs.twimg.com/media/E_ur1PsWQAggV5C.jpg,E_ur1PsWQAggV5C.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.43E+18,44441.53125,raleighpolice,"and State Employee's Credit Union, on February 19. https://t.co/WPyfE5KLvB",2,0,photo,http://pbs.twimg.com/media/E-R_b6SWQAIoCUq.jpg,E-R_b6SWQAIoCUq.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.44E+18,44447.98819,raleighpolice,"Please help us find missing person Mr. Issac Gilmore, who was last seen on 9/6/21 in the 400 block of Capital Blvd. While we do not suspect that he is in danger, we are looking to help ensure his well-being. #missingperson https://t.co/9BS78tkFZL",0,0,photo,http://pbs.twimg.com/media/E-zPkaCX0AUl86K.jpg,E-zPkaCX0AUl86K.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.39E+18,44322.55764,raleighpolice,"Timothy Earl Bryant, 51, has been charged with murder in connection with the death of Cannon. He has been transported to the Wake County Detention Center and his photo is available below. https://t.co/cynNz2bGbE",1,2,photo,http://pbs.twimg.com/media/E0tS8vWXMAIY06_.jpg,E0tS8vWXMAIY06_.jpg,1,1,1,1,2,2,2,"
",Raleigh,Wilson
1.39E+18,44335.50347,raleighpolice,"Massenburg has been charged with Assault With a Dangerous Weapon With Intent to Kill Inflicting Serious Injury, Discharging a Gun Within City Limits; and two counts of Injury to Personal Property. A photo of Massenburg is below. For more info visit https://t.co/SlWwi8Qjbk. https://t.co/2wTrH9rwo6",5,2,photo,http://pbs.twimg.com/media/E1v9slYXEAEBAWp.png,E1v9slYXEAEBAWp.png,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.39E+18,44335.51042,raleighpolice,"The victim, Sean Michael Wishart, 45, died as a result of his injuries.",2,3,photo,http://pbs.twimg.com/media/E1wAADXXsAMN2qi.png,E1wAADXXsAMN2qi.png,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.40E+18,44362.96042,raleighpolice,"Wendy Sue Wishart, 41, has been charged with murder in connection with his death. She has been transported to the Wake County Detention Center https://t.co/0kRCvoqOUt",2,4,photo,http://pbs.twimg.com/media/E39XXwtWQAUVjte.jpg,E39XXwtWQAUVjte.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.40E+18,44358.48403,raleighpolice,"The suspect is described as a white male who stands about 5 feet 9 inches tall. He was wearing a grey Nike hooded sweatshirt, black Nike track pants, and white Nike shoes. For more info visit https://t.co/tu0uXFX1Xk. https://t.co/FUEjGhsjQU",3,1,photo,http://pbs.twimg.com/media/E3mT6xtWQAIWBjg.png,E3mT6xtWQAIWBjg.png,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.41E+18,44363.57986,raleighpolice,Officers have arrested and charged Levon Deshaun Hinton in connection with the May 15 shooting on Melvid Court. He is charged with Assault With a Dangerous Weapon with Intent to Kill and Assault With a Dangerous Weapon with Intent to Kill Inflicting Serious Injury. https://t.co/5UbHYtoKTN,0,0,photo,http://pbs.twimg.com/media/E4Ajh1SVoAIJOGr.jpg,E4Ajh1SVoAIJOGr.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
1.41E+18,44369.74167,raleighpolice,"He was operating a blue 2012 Ford Fusion with NC tags RAR-8039 and wearing a white t-shirt, khaki pants and brown work boots.",1,0,photo,http://pbs.twimg.com/media/E4gSUsXX0AAk4wH.jpg,E4gSUsXX0AAk4wH.jpg,1,1,1,2,2,1,2,"
",Raleigh,Wilson
